business_id,,business_id,name,address,city,state,postal_code,latitude,longitude,phone_number,Score,date,type
3542,5973,3542,LOUIE'S CALIFORNIA CHINESE CUISINE,646 WASHINGTON ST ,San Francisco,CA,94111,37.795438,-122.404334,,51,20120222,routine
3543,5975,3543,PENANG GARDEN  RESTAURANT,728 WASHINGTON ST ,San Francisco,CA,94108,37.795288,-122.405543,,87,20120820,routine
3547,5980,3547,GOLDEN STAR VIETNAMESE RESTAURANT,11 WALTER U LUM PL ,San Francisco,CA,94108,37.794555,-122.405724,,94,20130404,routine
3548,5985,3548,BELDEN TAVERNA,52 BELDEN PL ,San Francisco,CA,94104,37.791398,-122.403778,,91,20121217,routine
3549,5990,3549,MAS SAKE,2030 LOMBARD ST ,San Francisco,CA,94123,37.799968,-122.435324,14155441505.0,80,20130123,routine
3550,5994,3550,NOAH'S NEW YORK BAGELS #2113,100 BUSH ST ,San Francisco,CA,94104,37.791348,-122.399834,,100,20121107,routine
3557,5999,3557,CAFE DE LA PRESSE/ROUGE & BLANC,334 GRANT AVE ,San Francisco,CA,94108,37.790306,-122.405466,,92,20130227,routine
3561,6003,3561,LEE'S DELI,235 MONTGOMERY ST ,San Francisco,CA,94104,37.791464,-122.402435,,100,20130228,routine
3562,6008,3562,MIXED GREENS PREP KITCHEN,170 O'FARRELL ST 8TH FLOOR,San Francisco,CA,94102,37.786548,-122.407313,,94,20130424,routine
3566,6012,3566,MANDALAY RESTAURANT,4348 CALIFORNIA STREET,San Francisco,CA,94118,37.785117,-122.464041,,86,20121130,routine
3571,6016,3571,CITY CLUB,"155 SANSOME ST, 10TH FLOOR",San Francisco,CA,94104,37.791714,-122.400835,,98,20120724,routine
3575,6020,3575,ALFRED'S STEAKHOUSE,659 MERCHANT ST ,San Francisco,CA,94111,37.794893,-122.404457,,81,20130110,routine
3578,6023,3578,NEIMAN MARCUS - ROTUNDA,150 STOCKTON ST,San Francisco,CA,94108,37.787108,-122.406409,,80,20130114,routine
3584,6028,3584,PORK STORE CAFE VALENCIA,3122 16TH ST ,San Francisco,CA,94110,37.764898,-122.422592,14155625523.0,83,20121203,routine
3586,6032,3586,"PIG & WHISTLE, THE",2801 GEARY BLVD ,San Francisco,CA,94118,37.782113,-122.449171,,100,20130222,routine
3587,6038,3587,SUPERIOR PALACE SEAFOOD REST.,3546 BALBOA ST ,San Francisco,CA,94121,37.775758,-122.497041,,68,20121206,routine
3591,6043,3591,TON KIANG RESTAURANT #2,5821 GEARY BLVD ,San Francisco,CA,94121,37.780144,-122.481939,,84,20130227,routine
3594,6048,3594,CELIAS RESTAURANT,4019 JUDAH ST ,San Francisco,CA,94122,37.760423,-122.505209,,86,20130312,routine
3595,6050,3595,SAFEWAY #785,850 LA PLAYA ST ,San Francisco,CA,94121,37.772323,-122.509946,,100,20130415,routine
3605,6055,3605,CHICK N COOP,4500 MISSION ST ,San Francisco,CA,94112,37.725659,-122.434126,14155581538.0,100,20130501,routine
3607,6060,3607,TERRACE CAFE,1 ZOO RD ,San Francisco,CA,94132,37.73017,-122.502535,14155757132.0,100,20130325,routine
3608,6065,3608,TART TO TART,641 IRVING ST ,San Francisco,CA,94122,37.764073,-122.464849,14155750653.0,73,20120827,routine
3611,6068,3611,ABSINTHE BRASSERIE & BAR,398 HAYES ST ,San Francisco,CA,94102,37.77694,-122.422962,14155551590.0,91,20130419,routine
3612,6073,3612,GARIBALDIS ON PRESIDIO,347 PRESIDIO AVE ,San Francisco,CA,94115,37.788433,-122.447064,14155568841.0,87,20130214,routine
3613,6077,3613,IL PIRATA,2007 16TH ST ,San Francisco,CA,94103,37.765794,-122.406848,,86,20121025,routine
3614,6080,3614,"TAQUERIA ""LOS COYOTES"" #2",3036 16TH ST ,San Francisco,CA,94103,37.765028,-122.420402,,78,20121120,routine
3615,6084,3615,TARTINE BAKERY,0600 GUERRERO ST,San Francisco,CA,94110,37.761531,-122.423862,14155482600.0,100,20121029,routine
3616,6090,3616,THE LIBERTIES IRISH BAR & REST.,0994 GUERRERO ST,San Francisco,CA,94110,37.75527,-122.423256,14155286789.0,92,20120619,routine
3619,6094,3619,MCCARTHYS,2327 MISSION ST ,San Francisco,CA,94110,37.759745,-122.419136,14155640504.0,75,20130311,routine
3621,6099,3621,JIM'S RESTAURANT,2420 MISSION ST ,San Francisco,CA,94110,37.758271,-122.419081,14155286020.0,94,20130319,routine
3623,6105,3623,CHAVA'S,2839 MISSION ST,San Francisco,CA,94110,37.751554,-122.418376,14155280283.0,88,20121205,routine
3626,6109,3626,BERETTA,1199 VALENCIA ST,San Francisco,CA,94110,37.753823,-122.420786,14155691199.0,94,20120917,routine
3630,6114,3630,MAD DOG IN THE FOG,530 HAIGHT ST ,San Francisco,CA,94117,37.772097,-122.430814,14155627279.0,94,20130222,routine
3631,6118,3631,NOC NOC,557 HAIGHT ST ,San Francisco,CA,94117,37.771964,-122.431336,14155865811.0,96,20120607,routine
3633,6119,3633,MAGNOLIA PUB & BREWERY,1398 HAIGHT ST,San Francisco,CA,94117,37.770271,-122.445311,,87,20130213,routine
3639,6123,3639,CHA-CHA-CHA RESTAURANT,1801 HAIGHT ST ,San Francisco,CA,94117,37.769314,-122.452067,,98,20120926,routine
3640,6127,3640,HAYES STREET GRILL,324 HAYES ST ,San Francisco,CA,94102,37.777048,-122.421844,,88,20130507,routine
3642,6132,3642,ABSINTHE PASTRY,201 IVY ST ,San Francisco,CA,94102,37.777492,-122.421458,,100,20130116,routine
3643,6137,3643,SUPPENKUCHE,525 LAGUNA ST ,San Francisco,CA,94102,37.776294,-122.426264,,96,20130510,routine
3645,6143,3645,ZUNI CAFE,1658 MARKET ST ,San Francisco,CA,94102,37.773415,-122.421598,14155552522.0,94,20121205,routine
3646,6148,3646,THE MINT B & R INC.,1942 MARKET ST ,San Francisco,CA,94102,37.770204,-122.425708,14155624726.0,100,20130131,routine
3649,6152,3649,SAFEWAY #1490,2300 16TH ST ,San Francisco,CA,94103,37.765708,-122.409002,14155571120.0,94,20121024,routine
3651,6155,3651,PANCHO VILLA,3071 16TH ST ,San Francisco,CA,94103,37.764897,-122.421234,14155868840.0,93,20121127,routine
3655,6159,3655,VERDI CLUB,2424A MARIPOSA ST ,San Francisco,CA,94110,37.763245,-122.407607,,90,20130108,routine
3661,6161,3661,LA CUMBRE,515 VALENCIA ST ,San Francisco,CA,94110,37.764553,-122.421826,14155868205.0,93,20130425,routine
3664,6166,3664,DELESSIO MARKET & BAKERY,1695 MARKET ST ,San Francisco,CA,94103,37.772605,-122.422388,14155555559.0,96,20130329,routine
3665,6171,3665,TOWER CARWASH,1601 MISSION ST ,San Francisco,CA,94102,37.772025,-122.419112,14155559274.0,100,20130311,routine
3673,6176,3673,RED DEVIL LOUNGE,1695 POLK ST ,San Francisco,CA,94109,37.792322,-122.421106,,94,20101116,routine
3674,6177,3674,HOLIDAY INN - GOLDEN GATEWAY,1500 VAN NESS AVE ,San Francisco,CA,94109,37.789457,-122.422034,,89,20121015,routine
3675,6182,3675,HO'S BAR & RESTAURANT INC,2360 VAN NESS AVE ,San Francisco,CA,94109,37.797468,-122.423668,,71,20130115,routine
3676,6187,3676,CHINATOWN RESTAURANT,744 WASHINGTON ST ,San Francisco,CA,94108,37.795248,-122.405943,,90,20130107,routine
3677,6192,3677,MOLLIE STONE'S TOWER MARKET,635 PORTOLA DRIVE,San Francisco,CA,94127,37.744876,-122.452425,,67,20121226,routine
3678,6195,3678,ROUND TABLE PIZZA,737 PORTOLA DR ,San Francisco,CA,94127,37.744168,-122.453479,14155689595.0,81,20130131,routine
3682,6198,3682,KENTUCKY FRIED CHICKEN,1881 GEARY ST ,San Francisco,CA,94115,37.784023,-122.434146,,87,20121113,routine
3685,6204,3685,FUJI RESTAURANT,301 WEST PORTAL AVE ,San Francisco,CA,94127,37.737868,-122.469142,14155566360.0,78,20130416,routine
3689,6208,3689,FOX PLAZA DELI CAFE,1390 MARKET ST,San Francisco,CA,94102,37.777053,-122.416939,14155865795.0,96,20121023,routine
3690,6212,3690,BENIHANA OF TOKYO,1737 POST ST ,San Francisco,CA,94115,37.785457,-122.430317,14155564844.0,96,20120409,routine
3693,6216,3693,NEW HING LUNG RESTAURANT,1556 NORIEGA ST ,San Francisco,CA,94122,37.754123,-122.48031,,72,20130409,routine
3694,6221,3694,PAKWAN RESTAURANT,3180 16TH ST ,San Francisco,CA,94103,37.764838,-122.423623,14155252440.0,90,20121205,routine
3696,6225,3696,KYOTO SUSHI,1233 VAN NESS AVE ,San Francisco,CA,94109,37.787048,-122.421816,14155351234.0,87,20130131,routine
3699,6232,3699,MATTERHORN RESTAURANT,2323 VAN NESS AVE ,San Francisco,CA,94109,37.797184,-122.423824,14155886116.0,92,20120816,routine
3700,6236,3700,CHESTNUT ST. COFFEE ROASTERY,2331 CHESTNUT ST ,San Francisco,CA,94123,37.800073,-122.441702,,96,20121129,routine
3707,6242,3707,ZINGARI,501 POST ST ,San Francisco,CA,94102,37.787983,-122.410397,,92,20121025,routine
3709,6246,3709,THE HOLDING CO,2 EMBARCADERO CENTER  ,San Francisco,CA,94111,37.794818,-122.398474,,74,20120727,routine
3710,6249,3710,CITY EATS,801 FONT ST ,San Francisco,CA,94132,37.723112,-122.484058,14155334201.0,92,20121031,routine
3711,6252,3711,GAYLORD INDIA RESTAURANT,1 EMBARCADERO CENTER  ,San Francisco,CA,94111,37.794588,-122.399642,,84,20120823,routine
3715,6255,3715,WE BE SUSHI,538 VALENCIA ST ,San Francisco,CA,94110,37.764272,-122.421898,14155520129.0,98,20130426,routine
3720,6260,3720,CITY TAVERN,3200 FILLMORE ST ,San Francisco,CA,94123,37.798985,-122.435811,,80,20121101,routine
3727,6264,3727,ACE WASABI'S ROCK N ROLL SUSHI,3339 STEINER ST ,San Francisco,CA,94123,37.800215,-122.437834,14155564903.0,85,20120607,routine
3728,6268,3728,"GOLD CLUB, THE",650 HOWARD ST ,San Francisco,CA,94105,37.785784,-122.399569,,94,20121025,routine
3729,6271,3729,RUBY SKYE,420 MASON ST ,San Francisco,CA,94102,37.787497,-122.409887,,81,20130110,routine
3731,6275,3731,JARDINIERE RESTAURANT,300 GROVE ST ,San Francisco,CA,94102,37.778018,-122.421744,,94,20130212,routine
3734,6279,3734,HAPPY DONUTS,2101 VAN NESS AVE ,San Francisco,CA,94109,37.795074,-122.423404,14155566822.0,76,20130214,routine
3735,6284,3735,BETELNUT,2030 UNION ST ,San Francisco,CA,94123,37.797478,-122.432664,14155928855.0,90,20121022,routine
3736,6289,3736,SAFEWAY #2646,735 07TH AVE ,San Francisco,CA,94118,37.774758,-122.464955,,100,20121205,routine
3738,6294,3738,CINDERELLA BAKERY & CAFE,0436 BALBOA ST ,San Francisco,CA,94118,37.777299,-122.463353,,90,20130205,routine
3739,6300,3739,BRYAN'S,3445 CALIFORNIA ST ,San Francisco,CA,94118,37.786703,-122.450877,,90,20130207,routine
3741,6303,3741,LUCKY PENNY,2670 GEARY BLVD ,San Francisco,CA,94118,37.78255,-122.446954,,77,20130214,routine
3743,6307,3743,ROUND TABLE PIZZA RESTAURANT,3567 GEARY BLVD ,San Francisco,CA,94118,37.781233,-122.457185,,96,20130321,routine
3750,6313,3750,TAKARA RESTAURANT,22 PEACE PLAZA  #505,San Francisco,CA,94115,37.785018,-122.429587,,90,20130307,routine
3751,6319,3751,WOO RI FOOD MARKET,1528 FILLMORE ST,San Francisco,CA,94115,37.783707,-122.432756,,79,20121210,routine
3752,6325,3752,PAULINE'S PIZZA,260 VALENCIA ST ,San Francisco,CA,94103,37.768677,-122.422275,14155552050.0,94,20130430,routine
3757,6329,3757,EL VALENCIANO,1153 VALENCIA ST,San Francisco,CA,94110,37.754434,-122.420846,14155829561.0,96,20120425,routine
3761,6332,3761,BURGER KING #4474,1200 MARKET ST ,San Francisco,CA,94102,37.778644,-122.414898,14155251900.0,85,20130501,routine
3763,6338,3763,HYATT AT FISHERMAN'S WHARF,555 NORTH POINT ST ,San Francisco,CA,94133,37.806253,-122.416097,,92,20120605,routine
3769,6342,3769,BURGER KING,35 POWELL ST ,San Francisco,CA,94102,37.785094,-122.407785,,100,20121205,routine
3770,6347,3770,BLONDIE'S PIZZA,63 POWELL ST ,San Francisco,CA,94102,37.785207,-122.407838,,80,20130418,routine
3776,6351,3776,CARL'S JR.,10 UNITED NATIONS PLAZA  ,San Francisco,CA,94102,37.780435,-122.413496,,100,20120917,routine
3779,6355,3779,MCDONALDS,600 VAN NESS AVE ,San Francisco,CA,94102,37.781268,-122.420407,14155448890.0,100,20130124,routine
3784,6360,3784,BLOWFISH SUSHI,2170 BRYANT ST ,San Francisco,CA,94110,37.759488,-122.409931,14155283848.0,79,20130227,routine
3790,6365,3790,THE CLIFT HOTEL (SPANISH SUITE),495 GEARY ST 15TH FLOOR,San Francisco,CA,94102,37.786974,-122.411136,,100,20130124,routine
3791,6370,3791,THE CLIFT HOTEL (MAIN KITCHEN),495 GEARY ST MAIN LEVEL,San Francisco,CA,94102,37.786974,-122.411136,,94,20130124,routine
3794,6375,3794,BISCUITS & BLUES,401 MASON ST ,San Francisco,CA,94102,37.787324,-122.409925,,92,20130506,routine
3795,6379,3795,FRENCH CLUB,414 MASON ST  8TH FLOOR,San Francisco,CA,94102,37.787517,-122.409897,,94,20121001,routine
3796,6383,3796,JOHNNY FOLEY'S IRISH HOUSE,243 O'FARRELL ST ,San Francisco,CA,94102,37.786314,-122.408697,,100,20130425,routine
3797,6388,3797,SF HILTON - CITYSCAPE,333 O'FARRELL ST 45TH &46TH  FLOORS,San Francisco,CA,94102,37.779847,-122.418985,,100,20130306,routine
3798,6393,3798,SF HILTON - BANQUET KITCHEN,333 O'FARRELL ST FLOOR F,San Francisco,CA,94102,37.786094,-122.410467,,96,20130306,routine
3799,6398,3799,SF HILTON -  EMPLOYEES CAFETERIA,333 O'FARRELL ST LEVEL B,San Francisco,CA,94102,37.786094,-122.410467,,96,20130306,routine
3800,6403,3800,MARRAKECH,419 O'FARRELL ST ,San Francisco,CA,94102,37.785924,-122.411629,,98,20120703,routine
3802,6406,3802,THE GREAT AMERICAN MUSIC HALL,859 O'FARRELL ST ,San Francisco,CA,94109,37.785024,-122.418847,,94,20130226,routine
3803,6408,3803,METROPOLITAN CLUB,640 SUTTER ST ,San Francisco,CA,94102,37.788937,-122.411074,,100,20121210,routine
3808,6412,3808,"QUETZAL GROUP, INC",1230 POLK ST ,San Francisco,CA,94109,37.788237,-122.420125,,100,20121108,routine
3809,6418,3809,MAX'S MARKET,555 CALIFORNIA ST ,San Francisco,CA,94104,37.792773,-122.403567,,100,20130228,routine
3815,6423,3815,FIDDLER'S GREEN,1333 COLUMBUS AVE ,San Francisco,CA,94133,37.806626,-122.419397,,88,20130104,routine
3816,6428,3816,WASHINGTON BAKERY & RESTAURANT,733 WASHINGTON ST ,San Francisco,CA,94108,37.795174,-122.405845,,62,20130116,routine
3817,6433,3817,HAPPY CHINESE RESTAURANT,1324 POWELL ST ,San Francisco,CA,94133,37.796848,-122.410097,,72,20130108,routine
3819,6437,3819,SAFEWAY #667,5290 DIAMOND HEIGHTS BLVD ,San Francisco,CA,94131,37.744076,-122.438684,14155827744.0,80,20120808,routine
3822,6441,3822,FLOATING SUSHI BOAT RESTAURANT,700 GRANT AVE ,San Francisco,CA,94108,37.793608,-122.406097,,68,20130107,routine
3825,6445,3825,COVE CAFE,434 CASTRO ST ,San Francisco,CA,94114,37.761918,-122.435135,14155620462.0,58,20121210,routine
3827,6449,3827,MCDONALDS,820 BRYANT STREET,San Francisco,CA,94513,37.875937,-121.704034,,96,20121203,routine
3830,6453,3830,CAFE FLORE,2298 MARKET ST ,San Francisco,CA,94114,37.764523,-122.432839,14155628579.0,92,20130220,routine
3832,6456,3832,CAFE DU NORD,2170 MARKET ST ,San Francisco,CA,94114,37.766504,-122.430379,14155865016.0,96,20120215,routine
3834,6458,3834,SAFEWAY #1507,2020 MARKET ST ,San Francisco,CA,94114,37.768743,-122.427549,14155867660.0,90,20120828,routine
3836,6462,3836,ANDALU,3198 16TH ST ,San Francisco,CA,94103,37.764818,-122.423903,14155622211.0,96,20121205,routine
3838,6466,3838,CAFE PICARO,3120 16TH ST ,San Francisco,CA,94103,37.764908,-122.422442,14155434089.0,94,20121203,routine
3839,6470,3839,EL TORO TAQUERIA,598 VALENCIA ST ,San Francisco,CA,94110,37.763458,-122.421784,14155433351.0,78,20130424,routine
3846,6475,3846,WARAKABUNE RESTAURANT,307 CHURCH ST ,San Francisco,CA,94114,37.765933,-122.428746,14155628383.0,98,20130110,routine
3850,6479,3850,THAI HOUSE EXPRESS ON CASTRO,599 CASTRO,San Francisco,CA,94114,37.759404,-122.434836,14155865000.0,96,20120501,routine
3855,6484,3855,RAINBOW GROCERY,1745 FOLSOM ST ,San Francisco,CA,94103,37.769377,-122.41555,,96,20130208,routine
3858,6487,3858,HUNAN RESTAURANT,110 NATOMA ST ,San Francisco,CA,94105,37.786944,-122.399199,,92,20120510,routine
3859,6490,3859,THIRSTY BEAR BREWING CO,661 HOWARD ST ,San Francisco,CA,94105,37.785518,-122.399812,,96,20121219,routine
3861,6494,3861,CINCO DE MAYO TAQUERIA & GROCERY,2426 SAN BRUNO AVE ,San Francisco,CA,94134,37.731788,-122.405381,,94,20121128,routine
3862,6499,3862,IMPERIAL GARDEN SEAFOOD RESTAURANT,2626 SAN BRUNO AVE ,San Francisco,CA,94134,37.728458,-122.403991,14155469666.0,78,20130402,routine
3864,6504,3864,3RD STREET GRILL,695 03RD ST ,San Francisco,CA,94107,37.779063,-122.392952,,91,20121119,routine
3866,6508,3866,INCANTO RESTAURANT,1550 CHURCH ST,San Francisco,CA,94131,37.745957,-122.426925,14155644500.0,91,20121126,routine
3867,6511,3867,BACCO,737 DIAMOND ST,San Francisco,CA,94114,37.751403,-122.436286,14155284969.0,94,20121026,routine
3868,6515,3868,BARNEY'S,4138 24TH ST ,San Francisco,CA,94114,37.751268,-122.434992,14155287770.0,91,20130415,routine
3869,6520,3869,SAFEWAY #739,3350 MISSION ST ,San Francisco,CA,94110,37.742998,-122.421638,14155822866.0,94,20130115,routine
3870,6525,3870,LA ALTENA,3346 MISSION ST ,San Francisco,CA,94110,37.743206,-122.421546,14155648415.0,92,20121120,routine
3871,6530,3871,CORONITAS,3326 MISSION ST ,San Francisco,CA,94110,37.743478,-122.421338,14155284555.0,84,20120828,routine
3874,6534,3874,HONG SING RESTAURANT,2794 DIAMOND ST ,San Francisco,CA,94131,37.734648,-122.43388,14155331331.0,85,20130118,routine
3875,6539,3875,MARINA SUPER,2323 CHESTNUT ST ,San Francisco,CA,94123,37.800124,-122.441497,,85,20121005,routine
3877,6544,3877,BALBOA CAFE,3199 FILLMORE ST ,San Francisco,CA,94123,37.798835,-122.435894,,81,20121003,routine
3881,6548,3881,INTERNT'L HOUSE OF PANCAKES,2299 LOMBARD ST ,San Francisco,CA,94123,37.799434,-122.439067,,88,20120829,routine
3885,6553,3885,IZZY'S STEAK & CHOP HOUSE,3345 STEINER ST ,San Francisco,CA,94123,37.800384,-122.437864,14155560487.0,92,20130509,routine
3888,6558,3888,AZIZA RESTAURANT,5800 GEARY BLVD ,San Francisco,CA,94121,37.780308,-122.481692,,94,20130129,routine
3892,6562,3892,PORTICO,245 MARKET ST #3,San Francisco,CA,94103,37.792875,-122.396728,,75,20130123,routine
3895,6566,3895,CABLE CAR RESTAURANT,1040 COLUMBUS AVE ,San Francisco,CA,94133,37.803984,-122.415453,,79,20120912,routine
3896,6570,3896,MCDONALDS,701 03RD ST ,San Francisco,CA,94107,37.778773,-122.392591,,98,20121012,routine
3898,6574,3898,RISTORANTE UMBRIA,198 02ND ST ,San Francisco,CA,94105,37.786797,-122.398309,,100,20120508,routine
3899,6578,3899,FIREWOOD CAFE,4248 18TH ST ,San Francisco,CA,94110,37.760788,-122.436913,14155250999.0,90,20130425,routine
3902,6583,3902,ST. FRANCIS MEMORIAL HOSPITAL - EMPLOYEES CAFETERIA,"900 HYDE ST, 2ND FLOOR",San Francisco,CA,94109,37.789608,-122.417077,,94,20121005,routine
3910,6588,3910,2001 THAI STICK,2001 FILLMORE ST ,San Francisco,CA,94115,37.788104,-122.433694,14155886100.0,84,20121128,routine
3911,6594,3911,BURGER KING,1690 VALENCIA ST ,San Francisco,CA,94110,37.745799,-122.420105,14155251729.0,94,20130508,routine
3920,6600,3920,BOSTON MARKET,2300 16TH ST ,San Francisco,CA,94103,37.765708,-122.409002,14155867666.0,98,20120914,routine
3922,6603,3922,CAFE EXPLORATORIUM,3601 LYON ST ,San Francisco,CA,94123,37.804208,-122.448211,14155928603.0,74,20120315,routine
3924,6606,3924,SAN FRANCISCO SOUP COMPANY,221 MONTGOMERY ST ,San Francisco,CA,94104,37.791151,-122.402403,,100,20130319,routine
3926,6612,3926,ESPETUS,1686 MARKET ST ,San Francisco,CA,94102,37.773317,-122.421724,,87,20130204,routine
3929,6616,3929,"OPERA HOUSE - BASEMENT,LOWER LOUNGE",301 VAN NESS AVE ,San Francisco,CA,94102,37.778272,-122.420031,14155251932.0,100,20130117,routine
3935,6619,3935,"LE COLONIAL, SF, LLC",20 COSMO PL ,San Francisco,CA,94109,37.788108,-122.412394,,94,20130211,routine
3936,6623,3936,BOUDIN BAKERY,"251 GEARY ST, BASEMENT (MACY'S)",San Francisco,CA,94102,37.787423,-122.407417,,90,20130424,routine
3939,6629,3939,BISTRO BURGER,201 MISSION ST ,San Francisco,CA,94105,37.791718,-122.395092,,76,20120627,routine
3942,6632,3942,BAY WATCH,2150 LOMBARD ST ,San Francisco,CA,94123,37.799727,-122.437264,,98,20120927,routine
3948,6637,3948,MEL'S DRIVE-IN,833 MISSION ST ,San Francisco,CA,94103,37.78355,-122.405356,14155220793.0,84,20120626,routine
3951,6641,3951,KIRIN RESTAURANT,6135 GEARY BLVD ,San Francisco,CA,94121,37.779962,-122.485087,,90,20130122,routine
3953,6646,3953,TRATTORIA PINOCCHIO,401 COLUMBUS AVE ,San Francisco,CA,94133,37.799036,-122.408426,,76,20130415,routine
3955,6651,3955,PARAGON RESTAURANT & BAR,701 02ND ST ,San Francisco,CA,94107,37.780534,-122.390362,,70,20121204,routine
3956,6655,3956,AMANTE,570 GREEN ST ,San Francisco,CA,94133,37.799588,-122.408514,,90,20121023,routine
3959,6659,3959,HORNBLOWER - SANTA ROSA,PIER 3  THE EMBARCADERO,San Francisco,CA,94111,37.794551,-122.39319,,94,20130327,routine
3960,6662,3960,GAP INC.,2 FOLSOM STREET,San Francisco,CA,94105,37.790793,-122.390218,,100,20121120,routine
3962,6666,3962,CROSSROADS CAFE,699 DELANCEY ST,San Francisco,CA,94107,37.783014,-122.389081,,100,20121114,routine
3963,6671,3963,EUREST DINING SERVICES,211 MAIN ST 9/F,San Francisco,CA,94105,37.790363,-122.393022,,87,20121130,routine
3972,6675,3972,SEASONS BAR,757 MARKET ST 5/FL,San Francisco,CA,94103,37.786476,-122.404852,,96,20120927,routine
3976,6679,3976,AT&T - CLUB BAR #2 ROOM 3220 [145085],24 WILLIE MAYS PLAZA 3.16.01  ,San Francisco,CA,94107,37.778382,-122.391151,14155971500.0,93,20130405,routine
3977,6686,3977,AT&T - WILLIE MAYS PLAZA BAR [145087],24 WILLIE MAYS PLAZA 1.11.11  ,San Francisco,CA,94107,37.778382,-122.391151,14155971500.0,90,20130405,routine
3978,6693,3978,AT&T - CLUB BAR #1 [145086],24 WILLIE MAYS PLAZA 3.07.02  ,San Francisco,CA,94107,37.778382,-122.391151,14155971500.0,96,20130405,routine
3989,6700,3989,THE BEER CELLAR,685 SUTTER ST ,San Francisco,CA,94102,37.788789,-122.411597,,96,20111003,routine
3990,6702,3990,MARINES MEMORIAL THEATRE,"609 SUTTER ST, 2ND FLOOR",San Francisco,CA,94102,37.788936,-122.410387,,96,20121119,routine
3992,6705,3992,BACCHUS KIRK,925 BUSH ST ,San Francisco,CA,94109,37.789652,-122.412483,,94,20120412,routine
3993,6707,3993,YONG SAN COCKTAIL LOUNGE,895 BUSH ST ,San Francisco,CA,94108,37.78972,-122.411944,,96,20130122,routine
3996,6710,3996,INTERNATIONAL COCKTAIL LOUNGE,1000 COLUMBUS AVE ,San Francisco,CA,94133,37.803606,-122.414849,,94,20120402,routine
3997,6712,3997,SUTTER STATION TAVERN,25 SUTTER ST ,San Francisco,CA,94104,37.790131,-122.400947,,100,20120307,routine
4001,6713,4001,VALLEY TAVERN,4054 24TH ST ,San Francisco,CA,94114,37.751416,-122.433079,,98,20101223,routine
4002,6714,4002,LA TERRAZA 1,3472 MISSION ST ,San Francisco,CA,94112,37.741098,-122.422863,14155281236.0,76,20120815,routine
4008,6716,4008,VARNISH FINE ART,77 NATOMA ST ,San Francisco,CA,94105,37.787704,-122.398087,,100,20111220,routine
4010,6717,4010,O'KEEFFE'S,598 05TH AVE ,San Francisco,CA,94118,37.777322,-122.462881,14155751449.0,96,20110818,routine
4011,6719,4011,COURTYARD BY MARRIOTT - BAR,299 02ND ST ,San Francisco,CA,94105,37.785614,-122.396693,,100,20121116,routine
4012,6723,4012,DNA LOUNGE,375 11TH ST ,San Francisco,CA,94103,37.770997,-122.412819,,88,20120503,routine
4015,6725,4015,STEFF'S,141 02ND ST ,San Francisco,CA,94105,37.78755,-122.399115,,92,20120118,routine
4018,6727,4018,MARK HOPKINS HOTEL - TOP OF THE MARK,999 CALIFORNIA ST 19TH FLOOR,San Francisco,CA,94108,37.791783,-122.410726,,96,20111115,routine
4019,6729,4019,BOW BOW COCKTAILS,1155 GRANT AVE ,San Francisco,CA,94133,37.797507,-122.406996,,96,20120207,routine
4025,6731,4025,SING SING,309 HYDE ST ,San Francisco,CA,94109,37.783855,-122.415984,,84,20130416,routine
4026,6737,4026,CLUB KRISTI,782 O'FARRELL ST,San Francisco,CA,94109,37.785264,-122.417623,,90,20120306,routine
4027,6739,4027,ZEKI'S BAR INC,1319 CALIFORNIA ST ,San Francisco,CA,94109,37.791094,-122.416193,,100,20120209,routine
4029,6741,4029,ACE'S,998 SUTTER ST ,San Francisco,CA,94109,37.788242,-122.41677,,92,20120228,routine
4030,6743,4030,R BAR,1176 SUTTER ST ,San Francisco,CA,94109,37.787867,-122.419718,,90,20110603,routine
4031,6745,4031,HA-RA CLUB,875 GEARY ST,San Francisco,CA,94109,37.786111,-122.417674,,94,20120530,routine
4033,6747,4033,HYDE OUT,1068 HYDE ST ,San Francisco,CA,94109,37.790699,-122.417266,,96,20120207,routine
4034,6749,4034,THE LION,2062 DIVISADERO ST ,San Francisco,CA,94115,37.788655,-122.440492,,94,20121212,routine
4036,6751,4036,CASTLE CLUB,823 GEARY ST ,San Francisco,CA,94109,37.786217,-122.416832,,96,20120521,routine
4037,6753,4037,EDINBURGH CASTLE PUB,950 GEARY ST ,San Francisco,CA,94109,37.786059,-122.418952,,94,20120530,routine
4042,6755,4042,KABUKI NIGHT CLUB INC,22 PEACE PLAZA  240,San Francisco,CA,94115,37.78514,-122.429577,14155861288.0,100,20120629,routine
4043,6757,4043,R.J.'S SPORTS BAR,701 GEARY ST ,San Francisco,CA,94109,37.786483,-122.414809,,94,20120521,routine
4044,6759,4044,ROUTE 101,1332 VAN NESS AVE ,San Francisco,CA,94109,37.788042,-122.421764,,92,20120228,routine
4045,6762,4045,GEARY CLUB,768 GEARY ST ,San Francisco,CA,94109,37.786442,-122.41595,,98,20120305,routine
4046,6764,4046,WHISKEY THIEVES,839 GEARY ST,San Francisco,CA,94109,37.786185,-122.417091,,94,20111026,routine
4047,6766,4047,CINNABAR,397 ELLIS ST,San Francisco,CA,94102,37.784856,-122.412708,14155791711.0,94,20121025,routine
4048,6768,4048,MARTUNI'S,004 VALENCIA ST ,San Francisco,CA,94103,37.772451,-122.422686,,100,20121107,routine
